rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,gear_pos,gear
1541191796503122429,,29582,,1541191796,502925974,'',,3
1541191796524172072,,29583,,1541191796,524024185,'',,3
1541191796543647467,,29584,,1541191796,543527406,'',,3
1541191796563784753,,29585,,1541191796,563619137,'',,3
1541191796583654433,,29586,,1541191796,583567197,'',,3
1541191796603710674,,29587,,1541191796,603580688,'',,3
1541191796624071661,,29588,,1541191796,623917129,'',,3
1541191796643589907,,29589,,1541191796,643470743,'',,3
1541191796663828436,,29590,,1541191796,663583413,'',,3
1541191796683640287,,29591,,1541191796,683506375,'',,3
1541191796703553418,,29592,,1541191796,703438558,'',,3
1541191796725076692,,29593,,1541191796,724614808,'',,3
1541191796743629167,,29594,,1541191796,743535079,'',,3
1541191796763682429,,29595,,1541191796,763489150,'',,3
1541191796783630682,,29596,,1541191796,783502973,'',,3
1541191796803130584,,29597,,1541191796,802980160,'',,3
1541191796824049408,,29598,,1541191796,823843866,'',,3
1541191796843853181,,29599,,1541191796,843711520,'',,3
1541191796863596672,,29600,,1541191796,863495144,'',,3
1541191796883631515,,29601,,1541191796,883487085,'',,3
1541191796903659491,,29602,,1541191796,903512705,'',,3
1541191796924075422,,29603,,1541191796,923945967,'',,3
1541191796943670002,,29604,,1541191796,943576691,'',,3
1541191796963688890,,29605,,1541191796,963581924,'',,3
1541191796983653561,,29606,,1541191796,983514774,'',,3
1541191797003589747,,29607,,1541191797,3480273,'',,3
1541191797023948107,,29608,,1541191797,23809232,'',,3
1541191797043679186,,29609,,1541191797,43539564,'',,3
1541191797063640340,,29610,,1541191797,63551865,'',,3
1541191797083615667,,29611,,1541191797,83501755,'',,3
1541191797103625963,,29612,,1541191797,103514282,'',,3
1541191797123887874,,29613,,1541191797,123764700,'',,3
1541191797143627171,,29614,,1541191797,143507411,'',,3
1541191797163577037,,29615,,1541191797,163485202,'',,3
1541191797183617225,,29616,,1541191797,183510016,'',,3
1541191797203679429,,29617,,1541191797,203518148,'',,3
1541191797224108039,,29618,,1541191797,223977382,'',,3
1541191797243618308,,29619,,1541191797,243477603,'',,3
1541191797263602194,,29620,,1541191797,263510225,'',,3
1541191797283598768,,29621,,1541191797,283512010,'',,3
1541191797303806069,,29622,,1541191797,303575299,'',,3
1541191797325170371,,29623,,1541191797,324750065,'',,3
1541191797343753227,,29624,,1541191797,343639489,'',,3
1541191797363726269,,29625,,1541191797,363612013,'',,3
1541191797383724367,,29626,,1541191797,383623382,'',,3
1541191797403135199,,29627,,1541191797,402906565,'',,3
1541191797424839399,,29628,,1541191797,424640690,'',,3
1541191797443875228,,29629,,1541191797,443668429,'',,3
1541191797463625485,,29630,,1541191797,463497732,'',,3
1541191797483651931,,29631,,1541191797,483525823,'',,3
1541191797503685487,,29632,,1541191797,503565232,'',,3
1541191797524175097,,29633,,1541191797,524015806,'',,3
1541191797543666063,,29634,,1541191797,543525456,'',,3
1541191797563762429,,29635,,1541191797,563520552,'',,3
1541191797583672237,,29636,,1541191797,583531872,'',,3
1541191797603744510,,29637,,1541191797,603572376,'',,3
1541191797624864332,,29638,,1541191797,624597000,'',,3
1541191797643663061,,29639,,1541191797,643551802,'',,3
1541191797663642452,,29640,,1541191797,663509777,'',,3
1541191797683725322,,29641,,1541191797,683564398,'',,3
1541191797704024154,,29642,,1541191797,703873746,'',,3
1541191797724213949,,29643,,1541191797,723928382,'',,3
1541191797743695899,,29644,,1541191797,743579803,'',,3
1541191797763701569,,29645,,1541191797,763551843,'',,3
1541191797783684377,,29646,,1541191797,783545001,'',,3
1541191797803691987,,29647,,1541191797,803555989,'',,3
1541191797824085442,,29648,,1541191797,823903615,'',,3
1541191797843680240,,29649,,1541191797,843540710,'',,3
1541191797863593616,,29650,,1541191797,863485454,'',,3
1541191797883631296,,29651,,1541191797,883512945,'',,3
1541191797903928786,,29652,,1541191797,903508012,'',,3
1541191797924612782,,29653,,1541191797,924508200,'',,3
1541191797943639757,,29654,,1541191797,943529453,'',,3
1541191797963610936,,29655,,1541191797,963483641,'',,3
1541191797983563655,,29656,,1541191797,983459834,'',,3
1541191798003076497,,29657,,1541191798,2899062,'',,3
1541191798024595159,,29658,,1541191798,24482080,'',,3
1541191798043565526,,29659,,1541191798,43463878,'',,3
1541191798063543988,,29660,,1541191798,63446553,'',,3
1541191798083569280,,29661,,1541191798,83446715,'',,3
1541191798103633739,,29662,,1541191798,103489159,'',,3
1541191798124037397,,29663,,1541191798,123893152,'',,3
1541191798143522471,,29664,,1541191798,143425645,'',,3
1541191798163656724,,29665,,1541191798,163447752,'',,3
1541191798183578978,,29666,,1541191798,183437364,'',,3
1541191798203605192,,29667,,1541191798,203460286,'',,3
1541191798224598474,,29668,,1541191798,224417421,'',,3
1541191798243565566,,29669,,1541191798,243433146,'',,3
1541191798263502999,,29670,,1541191798,263381750,'',,3
1541191798283501902,,29671,,1541191798,283369201,'',,3
1541191798303985387,,29672,,1541191798,303859393,'',,3
1541191798324573331,,29673,,1541191798,324389117,'',,3
1541191798343563103,,29674,,1541191798,343426993,'',,3
1541191798363506427,,29675,,1541191798,363367163,'',,3
1541191798383494999,,29676,,1541191798,383356623,'',,3
1541191798403451871,,29677,,1541191798,403331546,'',,3
1541191798424158655,,29678,,1541191798,423925817,'',,3
1541191798444448566,,29679,,1541191798,444350410,'',,3
1541191798463406205,,29680,,1541191798,463319097,'',,3
1541191798483535717,,29681,,1541191798,483393859,'',,3
1541191798503471893,,29682,,1541191798,503309997,'',,3
1541191798524464044,,29683,,1541191798,524366625,'',,3
1541191798543450537,,29684,,1541191798,543356432,'',,3
1541191798563453651,,29685,,1541191798,563355701,'',,3
1541191798583478180,,29686,,1541191798,583352246,'',,3
1541191798603955881,,29687,,1541191798,603822682,'',,3
1541191798624444363,,29688,,1541191798,624271190,'',,3
1541191798643422886,,29689,,1541191798,643276392,'',,3
1541191798663412883,,29690,,1541191798,663321542,'',,3
1541191798683470957,,29691,,1541191798,683302044,'',,3
1541191798703400118,,29692,,1541191798,703282984,'',,3
1541191798723924142,,29693,,1541191798,723800064,'',,3
1541191798743428607,,29694,,1541191798,743257471,'',,3
1541191798763400923,,29695,,1541191798,763262066,'',,3
1541191798783376875,,29696,,1541191798,783259910,'',,3
1541191798803393811,,29697,,1541191798,803238947,'',,3
1541191798824405148,,29698,,1541191798,824228678,'',,3
1541191798843553605,,29699,,1541191798,843402116,'',,3
1541191798863320634,,29700,,1541191798,863171802,'',,3
1541191798883315298,,29701,,1541191798,883188502,'',,3
1541191798903868383,,29702,,1541191798,903761703,'',,3
1541191798924363410,,29703,,1541191798,924199284,'',,3
1541191798943287010,,29704,,1541191798,943161080,'',,3
1541191798963303951,,29705,,1541191798,963175388,'',,3
1541191798983220184,,29706,,1541191798,983134984,'',,3
1541191799003339468,,29707,,1541191799,3152326,'',,3
1541191799023968402,,29708,,1541191799,23800349,'',,3
1541191799043250826,,29709,,1541191799,43151822,'',,3
1541191799063309342,,29710,,1541191799,63157150,'',,3
1541191799083292690,,29711,,1541191799,83174436,'',,3
1541191799103292763,,29712,,1541191799,103148928,'',,3
1541191799124394402,,29713,,1541191799,124141034,'',,3
1541191799143237726,,29714,,1541191799,143111426,'',,3
1541191799163225746,,29715,,1541191799,163121018,'',,3
1541191799183221396,,29716,,1541191799,183100473,'',,3
1541191799203867999,,29717,,1541191799,203779380,'',,3
1541191799224478371,,29718,,1541191799,224134663,'',,3
1541191799243259038,,29719,,1541191799,243109995,'',,3
1541191799264172459,,29720,,1541191799,264084825,'',,3
1541191799283207638,,29721,,1541191799,283088369,'',,3
1541191799304239306,,29722,,1541191799,304076802,'',,3
1541191799324978378,,29723,,1541191799,324745581,'',,3
1541191799344223240,,29724,,1541191799,344075518,'',,3
1541191799363175196,,29725,,1541191799,363051941,'',,3
1541191799383228011,,29726,,1541191799,383043238,'',,3
1541191799404146532,,29727,,1541191799,404045679,'',,3
1541191799424295808,,29728,,1541191799,424070633,'',,3
1541191799444230228,,29729,,1541191799,444127828,'',,3
1541191799464126951,,29730,,1541191799,464003889,'',,3
1541191799483162323,,29731,,1541191799,483030979,'',,3
1541191799503909462,,29732,,1541191799,503758686,'',,3
1541191799524200859,,29733,,1541191799,524004579,'',,3
1541191799544137940,,29734,,1541191799,543976635,'',,3
1541191799564157592,,29735,,1541191799,564021451,'',,3
1541191799584039093,,29736,,1541191799,583949408,'',,3
1541191799603166522,,29737,,1541191799,602992463,'',,3
1541191799624980768,,29738,,1541191799,624826821,'',,3
1541191799644058134,,29739,,1541191799,643941231,'',,3
1541191799664094235,,29740,,1541191799,664005079,'',,3
1541191799683282003,,29741,,1541191799,683207653,'',,3
1541191799704125034,,29742,,1541191799,703964328,'',,3
1541191799724564817,,29743,,1541191799,723964625,'',,3
1541191799744092136,,29744,,1541191799,743934497,'',,3
1541191799764077285,,29745,,1541191799,763921465,'',,3
1541191799783972469,,29746,,1541191799,783883125,'',,3
1541191799803889314,,29747,,1541191799,803773742,'',,3
1541191799824194793,,29748,,1541191799,824051263,'',,3
1541191799844022370,,29749,,1541191799,843886473,'',,3
1541191799864022967,,29750,,1541191799,863869838,'',,3
1541191799883967749,,29751,,1541191799,883866871,'',,3
1541191799903924641,,29752,,1541191799,903823628,'',,3
1541191799924845131,,29753,,1541191799,924689107,'',,3
1541191799943997114,,29754,,1541191799,943873503,'',,3
1541191799963913527,,29755,,1541191799,963816325,'',,3
1541191799983952538,,29756,,1541191799,983833060,'',,3
1541191800003903803,,29757,,1541191800,3789631,'',,3
1541191800025027281,,29758,,1541191800,24814115,'',,3
1541191800043978587,,29759,,1541191800,43849599,'',,3
1541191800063868205,,29760,,1541191800,63763483,'',,3
1541191800083909914,,29761,,1541191800,83772513,'',,3
1541191800103863144,,29762,,1541191800,103747771,'',,3
1541191800124197189,,29763,,1541191800,124014558,'',,3
1541191800143888361,,29764,,1541191800,143757077,'',,3
1541191800163987566,,29765,,1541191800,163786132,'',,3
1541191800184141904,,29766,,1541191800,184020412,'',,3
1541191800203923230,,29767,,1541191800,203774738,'',,3
1541191800224800185,,29768,,1541191800,224660199,'',,3
1541191800243963332,,29769,,1541191800,243819519,'',,3
1541191800263828697,,29770,,1541191800,263749711,'',,3
1541191800283868024,,29771,,1541191800,283751322,'',,3
1541191800303898139,,29772,,1541191800,303761067,'',,3
1541191800324887976,,29773,,1541191800,324738977,'',,3
1541191800343849587,,29774,,1541191800,343744777,'',,3
1541191800363826811,,29775,,1541191800,363728678,'',,3
1541191800383912120,,29776,,1541191800,383772440,'',,3
1541191800403759321,,29777,,1541191800,403657083,'',,3
1541191800424165526,,29778,,1541191800,423996214,'',,3
1541191800443825194,,29779,,1541191800,443707942,'',,3
1541191800463982797,,29780,,1541191800,463831465,'',,3
1541191800484037290,,29781,,1541191800,483891255,'',,3
1541191800503850257,,29782,,1541191800,503669974,'',,3
1541191800524834865,,29783,,1541191800,524736225,'',,3
1541191800543854690,,29784,,1541191800,543740060,'',,3
1541191800563790515,,29785,,1541191800,563638602,'',,3
1541191800583930826,,29786,,1541191800,583776464,'',,3
1541191800603859776,,29787,,1541191800,603739440,'',,3
1541191800624872293,,29788,,1541191800,624683612,'',,3
1541191800643900152,,29789,,1541191800,643752771,'',,3
1541191800663906829,,29790,,1541191800,663724474,'',,3
1541191800683846165,,29791,,1541191800,683701481,'',,3
1541191800703858439,,29792,,1541191800,703727301,'',,3
1541191800724288124,,29793,,1541191800,724006776,'',,3
1541191800743794197,,29794,,1541191800,743670999,'',,3
1541191800763919403,,29795,,1541191800,763772384,'',,3
1541191800783923499,,29796,,1541191800,783744578,'',,3
1541191800803767260,,29797,,1541191800,803644028,'',,3
1541191800824854984,,29798,,1541191800,824645324,'',,3
1541191800843912555,,29799,,1541191800,843812206,'',,3
1541191800863721056,,29800,,1541191800,863614852,'',,3
1541191800883896633,,29801,,1541191800,883757901,'',,3
1541191800903728220,,29802,,1541191800,903632673,'',,3
1541191800924817902,,29803,,1541191800,924628738,'',,3
1541191800943936719,,29804,,1541191800,943833394,'',,3
1541191800963870278,,29805,,1541191800,963777924,'',,3
1541191800983751289,,29806,,1541191800,983652724,'',,3
1541191801003726699,,29807,,1541191801,3618264,'',,3
1541191801024093861,,29808,,1541191801,23950462,'',,3
1541191801043741560,,29809,,1541191801,43632538,'',,3
1541191801063952093,,29810,,1541191801,63781393,'',,3
1541191801083899490,,29811,,1541191801,83761699,'',,3
1541191801103773896,,29812,,1541191801,103631345,'',,3
1541191801124069826,,29813,,1541191801,123924233,'',,3
1541191801143899604,,29814,,1541191801,143769394,'',,3
1541191801163738037,,29815,,1541191801,163626252,'',,3
1541191801183399725,,29816,,1541191801,183244171,'',,3
1541191801203943686,,29817,,1541191801,203791451,'',,3
1541191801224811755,,29818,,1541191801,224652250,'',,3
1541191801243963688,,29819,,1541191801,243868833,'',,3
1541191801264038526,,29820,,1541191801,263895591,'',,3
1541191801283821022,,29821,,1541191801,283672386,'',,3
1541191801303762784,,29822,,1541191801,303612848,'',,3
1541191801325096796,,29823,,1541191801,324869840,'',,3
1541191801343663886,,29824,,1541191801,343565967,'',,3
1541191801363913425,,29825,,1541191801,363763509,'',,3
1541191801384021895,,29826,,1541191801,383856301,'',,3
1541191801403690764,,29827,,1541191801,403559175,'',,3
1541191801425029697,,29828,,1541191801,424862539,'',,3
1541191801443935905,,29829,,1541191801,443805475,'',,3
1541191801463701362,,29830,,1541191801,463582431,'',,3
1541191801483924553,,29831,,1541191801,483794217,'',,3
1541191801503805257,,29832,,1541191801,503666562,'',,3
1541191801524772384,,29833,,1541191801,524585615,'',,3
1541191801543939697,,29834,,1541191801,543812081,'',,3
1541191801563878977,,29835,,1541191801,563757176,'',,3
1541191801583921062,,29836,,1541191801,583818785,'',,3
1541191801603612767,,29837,,1541191801,603532326,'',,3
1541191801625133757,,29838,,1541191801,624848123,'',,3
1541191801643485395,,29839,,1541191801,643352284,'',,3
1541191801663896740,,29840,,1541191801,663810472,'',,3
1541191801683946998,,29841,,1541191801,683810968,'',,3
1541191801703716522,,29842,,1541191801,703534371,'',,3
1541191801724948095,,29843,,1541191801,724822304,'',,3
1541191801743952305,,29844,,1541191801,743765314,'',,3
1541191801763911015,,29845,,1541191801,763803277,'',,3
1541191801783971520,,29846,,1541191801,783845818,'',,3
1541191801803631789,,29847,,1541191801,803527426,'',,3
1541191801824877440,,29848,,1541191801,824765610,'',,3
1541191801843896042,,29849,,1541191801,843798416,'',,3
1541191801863960337,,29850,,1541191801,863775550,'',,3
1541191801883890863,,29851,,1541191801,883774350,'',,3
1541191801903608834,,29852,,1541191801,903506728,'',,3
1541191801924923208,,29853,,1541191801,924793771,'',,3
1541191801944039094,,29854,,1541191801,943795747,'',,3
1541191801963658968,,29855,,1541191801,963538068,'',,3
1541191801983965779,,29856,,1541191801,983829670,'',,3
1541191802003673058,,29857,,1541191802,3562649,'',,3
1541191802024933986,,29858,,1541191802,24768957,'',,3
1541191802043887298,,29859,,1541191802,43765015,'',,3
1541191802063884191,,29860,,1541191802,63803980,'',,3
1541191802083886376,,29861,,1541191802,83770063,'',,3
1541191802103657990,,29862,,1541191802,103524891,'',,3
1541191802124885009,,29863,,1541191802,124746097,'',,3
1541191802143845577,,29864,,1541191802,143763637,'',,3
1541191802163822684,,29865,,1541191802,163741126,'',,3
1541191802183458761,,29866,,1541191802,183313988,'',,3
1541191802203858327,,29867,,1541191802,203760266,'',,3
1541191802224938567,,29868,,1541191802,224815510,'',,3
1541191802243882406,,29869,,1541191802,243772492,'',,3
1541191802263844996,,29870,,1541191802,263747979,'',,3
1541191802283880192,,29871,,1541191802,283790391,'',,3
1541191802303593819,,29872,,1541191802,303486960,'',,3
1541191802324919316,,29873,,1541191802,324744310,'',,3
1541191802343909180,,29874,,1541191802,343780808,'',,3
1541191802363869287,,29875,,1541191802,363694786,'',,3
1541191802383983368,,29876,,1541191802,383870590,'',,3
1541191802403833927,,29877,,1541191802,403751581,'',,3
1541191802424966836,,29878,,1541191802,424757241,'',,3
1541191802443816984,,29879,,1541191802,443737249,'',,3
1541191802463850418,,29880,,1541191802,463723922,'',,3
1541191802483903500,,29881,,1541191802,483731768,'',,3
1541191802503855160,,29882,,1541191802,503752978,'',,3
1541191802524632817,,29883,,1541191802,524488862,'',,3
1541191802543777770,,29884,,1541191802,543692792,'',,3
1541191802563968939,,29885,,1541191802,563739839,'',,3
1541191802583867945,,29886,,1541191802,583716812,'',,3
1541191802603592093,,29887,,1541191802,603502043,'',,3
1541191802624802054,,29888,,1541191802,624686137,'',,3
1541191802643785031,,29889,,1541191802,643697188,'',,3
1541191802663872536,,29890,,1541191802,663712346,'',,3
1541191802683902167,,29891,,1541191802,683711656,'',,3
1541191802703849575,,29892,,1541191802,703715098,'',,3
1541191802724836124,,29893,,1541191802,724723132,'',,3
1541191802743864008,,29894,,1541191802,743724084,'',,3
1541191802763901769,,29895,,1541191802,763739336,'',,3
1541191802783784047,,29896,,1541191802,783649685,'',,3
1541191802803815882,,29897,,1541191802,803698311,'',,3
1541191802824843328,,29898,,1541191802,824695579,'',,3
1541191802843895286,,29899,,1541191802,843704647,'',,3
1541191802863795289,,29900,,1541191802,863700517,'',,3
1541191802883857959,,29901,,1541191802,883715360,'',,3
1541191802903906579,,29902,,1541191802,903718227,'',,3
1541191802924788874,,29903,,1541191802,924661519,'',,3
1541191802943853450,,29904,,1541191802,943710753,'',,3
1541191802963805923,,29905,,1541191802,963675924,'',,3
1541191802983830709,,29906,,1541191802,983704131,'',,3
1541191803003815192,,29907,,1541191803,3674432,'',,3
1541191803024946408,,29908,,1541191803,24665985,'',,3
1541191803043811759,,29909,,1541191803,43661281,'',,3
1541191803063806766,,29910,,1541191803,63663094,'',,3
1541191803083828982,,29911,,1541191803,83677629,'',,3
1541191803103807883,,29912,,1541191803,103679078,'',,3
1541191803124817976,,29913,,1541191803,124669186,'',,3
1541191803143859962,,29914,,1541191803,143670749,'',,3
1541191803163787170,,29915,,1541191803,163660767,'',,3
1541191803183740537,,29916,,1541191803,183631346,'',,3
1541191803203721730,,29917,,1541191803,203608988,'',,3
1541191803224862197,,29918,,1541191803,224659334,'',,3
1541191803243781276,,29919,,1541191803,243651403,'',,3
1541191803263743713,,29920,,1541191803,263640853,'',,3
1541191803283726235,,29921,,1541191803,283607725,'',,3
1541191803303824883,,29922,,1541191803,303647243,'',,3
1541191803324773090,,29923,,1541191803,324628179,'',,3
1541191803343780513,,29924,,1541191803,343632277,'',,3
1541191803363748362,,29925,,1541191803,363617143,'',,3
1541191803383768947,,29926,,1541191803,383637212,'',,3
1541191803403765887,,29927,,1541191803,403639301,'',,3
1541191803424736536,,29928,,1541191803,424616017,'',,3
1541191803443770834,,29929,,1541191803,443629769,'',,3
1541191803463802113,,29930,,1541191803,463653122,'',,3
1541191803483780645,,29931,,1541191803,483619766,'',,3
1541191803503721595,,29932,,1541191803,503579033,'',,3
1541191803524528851,,29933,,1541191803,524401232,'',,3
1541191803543818326,,29934,,1541191803,543627102,'',,3
1541191803563690975,,29935,,1541191803,563558953,'',,3
1541191803583773827,,29936,,1541191803,583663345,'',,3
1541191803603777481,,29937,,1541191803,603635232,'',,3
1541191803624733006,,29938,,1541191803,624616963,'',,3
1541191803643753654,,29939,,1541191803,643621359,'',,3
1541191803663631408,,29940,,1541191803,663549742,'',,3
1541191803683680397,,29941,,1541191803,683564792,'',,3
1541191803703769701,,29942,,1541191803,703586757,'',,3
1541191803724703058,,29943,,1541191803,724580884,'',,3
1541191803743666393,,29944,,1541191803,743567314,'',,3
1541191803763764378,,29945,,1541191803,763613114,'',,3
1541191803783757728,,29946,,1541191803,783627558,'',,3
1541191803803714265,,29947,,1541191803,803556514,'',,3
1541191803824775823,,29948,,1541191803,824568105,'',,3
1541191803843628994,,29949,,1541191803,843555262,'',,3
1541191803863704989,,29950,,1541191803,863570699,'',,3
1541191803883661057,,29951,,1541191803,883555030,'',,3
1541191803903737591,,29952,,1541191803,903580716,'',,3
1541191803924719106,,29953,,1541191803,924561115,'',,3
1541191803943710483,,29954,,1541191803,943564151,'',,3
1541191803963678436,,29955,,1541191803,963574610,'',,3
1541191803983681110,,29956,,1541191803,983563379,'',,3
1541191804003682776,,29957,,1541191804,3554782,'',,3
1541191804024761950,,29958,,1541191804,24550708,'',,3
1541191804043645046,,29959,,1541191804,43509437,'',,3
1541191804063631368,,29960,,1541191804,63528696,'',,3
1541191804083639483,,29961,,1541191804,83542816,'',,3
1541191804103668834,,29962,,1541191804,103525055,'',,3
1541191804124734823,,29963,,1541191804,124514248,'',,3
1541191804143695928,,29964,,1541191804,143537016,'',,3
1541191804163651737,,29965,,1541191804,163524445,'',,3
1541191804183662250,,29966,,1541191804,183527167,'',,3
1541191804203650294,,29967,,1541191804,203525847,'',,3
1541191804224701290,,29968,,1541191804,224523486,'',,3
1541191804243639279,,29969,,1541191804,243499250,'',,3
1541191804263600140,,29970,,1541191804,263487569,'',,3
1541191804283639647,,29971,,1541191804,283512795,'',,3
1541191804303655045,,29972,,1541191804,303516509,'',,3
1541191804324730021,,29973,,1541191804,324506619,'',,3
1541191804343589863,,29974,,1541191804,343477624,'',,3
1541191804363587608,,29975,,1541191804,363489636,'',,3
1541191804383611080,,29976,,1541191804,383498943,'',,3
1541191804403625479,,29977,,1541191804,403499982,'',,3
1541191804424639487,,29978,,1541191804,424476214,'',,3
1541191804443544797,,29979,,1541191804,443459032,'',,3
1541191804463574784,,29980,,1541191804,463458813,'',,3
1541191804483657238,,29981,,1541191804,483530037,'',,3
1541191804503671058,,29982,,1541191804,503448499,'',,3
1541191804524633127,,29983,,1541191804,524479860,'',,3
1541191804543619799,,29984,,1541191804,543450526,'',,3
1541191804563540416,,29985,,1541191804,563438956,'',,3
1541191804583581722,,29986,,1541191804,583441834,'',,3
1541191804603621792,,29987,,1541191804,603444584,'',,3
1541191804624619406,,29988,,1541191804,624454758,'',,3
1541191804643656993,,29989,,1541191804,643524936,'',,3
1541191804663593868,,29990,,1541191804,663476635,'',,3
1541191804683546897,,29991,,1541191804,683424774,'',,3
1541191804703558763,,29992,,1541191804,703451960,'',,3
1541191804724701241,,29993,,1541191804,724484637,'',,3
1541191804743553868,,29994,,1541191804,743465002,'',,3
1541191804763588433,,29995,,1541191804,763420720,'',,3
1541191804783568584,,29996,,1541191804,783445351,'',,3
1541191804803592776,,29997,,1541191804,803502211,'',,3
1541191804825037297,,29998,,1541191804,824770623,'',,3
1541191804843542089,,29999,,1541191804,843445017,'',,3
1541191804863524829,,30000,,1541191804,863405219,'',,3
1541191804883651450,,30001,,1541191804,883430627,'',,3
1541191804903561449,,30002,,1541191804,903453205,'',,3
1541191804924597187,,30003,,1541191804,924415331,'',,3
1541191804943526422,,30004,,1541191804,943421838,'',,3
1541191804963520810,,30005,,1541191804,963404941,'',,3
1541191804983875547,,30006,,1541191804,983721192,'',,3
1541191805003589095,,30007,,1541191805,3385905,'',,3
1541191805024519770,,30008,,1541191805,24381014,'',,3
1541191805043493777,,30009,,1541191805,43379178,'',,3
1541191805063504936,,30010,,1541191805,63362007,'',,3
1541191805083618668,,30011,,1541191805,83470430,'',,3
1541191805103475367,,30012,,1541191805,103379767,'',,3
1541191805124522715,,30013,,1541191805,124371556,'',,3
1541191805143513106,,30014,,1541191805,143381052,'',,3
1541191805163453796,,30015,,1541191805,163360859,'',,3
1541191805183511428,,30016,,1541191805,183393472,'',,3
1541191805203553831,,30017,,1541191805,203402668,'',,3
1541191805224515431,,30018,,1541191805,224383366,'',,3
1541191805243512521,,30019,,1541191805,243404976,'',,3
1541191805263656262,,30020,,1541191805,263411790,'',,3
1541191805283556459,,30021,,1541191805,283432252,'',,3
1541191805303606574,,30022,,1541191805,303377319,'',,3
1541191805324478553,,30023,,1541191805,324374193,'',,3
1541191805343533740,,30024,,1541191805,343383437,'',,3
1541191805363510740,,30025,,1541191805,363391407,'',,3
1541191805383566895,,30026,,1541191805,383460104,'',,3
1541191805403551591,,30027,,1541191805,403388476,'',,3
1541191805424537106,,30028,,1541191805,424401764,'',,3
1541191805443629544,,30029,,1541191805,443518150,'',,3
1541191805463443077,,30030,,1541191805,463329980,'',,3
1541191805483470229,,30031,,1541191805,483350223,'',,3
1541191805503429704,,30032,,1541191805,503310874,'',,3
1541191805524946186,,30033,,1541191805,524799320,'',,3
1541191805543458261,,30034,,1541191805,543331252,'',,3
1541191805563464742,,30035,,1541191805,563300089,'',,3
1541191805584481358,,30036,,1541191805,584356176,'',,3
1541191805603479013,,30037,,1541191805,603379412,'',,3
1541191805624616391,,30038,,1541191805,624409448,'',,3
1541191805643434566,,30039,,1541191805,643297218,'',,3
1541191805664080206,,30040,,1541191805,663980214,'',,3
1541191805683472787,,30041,,1541191805,683313752,'',,3
1541191805703407635,,30042,,1541191805,703297796,'',,3
